,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,0.03260936737060547,0.003966273463646465,0.005009222030639649,3.492824860392629e-05,0.7,0.01,3,150,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.7}",0.25,0.25,0.20833333333333334,0.4583333333333333,0.2916666666666667,0.2916666666666667,0.08740073734751262,18,,,,,,,,1
1,0.03235673904418945,0.0029397954910166378,0.0046348094940185545,0.000799242127555681,0.7,0.01,3,150,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.8}",0.20833333333333334,0.25,0.20833333333333334,0.4166666666666667,0.3333333333333333,0.2833333333333333,0.08079466429027214,41,,,,,,,,1
2,0.03346552848815918,0.003008499347359155,0.0036249160766601562,0.00197004693970057,0.7,0.01,3,150,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.9}",0.25,0.25,0.2916666666666667,0.4166666666666667,0.2916666666666667,0.30000000000000004,0.06123724356957946,5,,,,,,,,1
3,0.05865311622619629,0.00456796572503897,0.0038114070892333986,0.0019454295624013684,0.7,0.01,3,300,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.7}",0.20833333333333334,0.25,0.20833333333333334,0.4583333333333333,0.2916666666666667,0.2833333333333333,0.09279607271383368,41,,,,,,,,1
4,0.06129722595214844,0.004221320771103138,0.0041348934173583984,0.0035492002893500038,0.7,0.01,3,300,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}",0.25,0.25,0.16666666666666666,0.4583333333333333,0.2916666666666667,0.2833333333333333,0.09646530752325187,41,,,,,,,,1
5,0.05523152351379394,0.0058112470187386125,0.003417682647705078,0.0020702133272779023,0.7,0.01,3,300,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.9}",0.25,0.25,0.25,0.4166666666666667,0.2916666666666667,0.2916666666666667,0.06454972243679029,18,,,,,,,,1
6,0.03356690406799316,0.004968375894839788,0.004818582534790039,0.004274316930611307,0.7,0.01,5,150,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 150, 'subsample': 0.7}",0.20833333333333334,0.25,0.25,0.4583333333333333,0.2916666666666667,0.2916666666666667,0.08740073734751262,18,,,,,,,,1
7,0.03720822334289551,0.004887385170437871,0.004228973388671875,0.002149829302347367,0.7,0.01,5,150,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 150, 'subsample': 0.8}",0.20833333333333334,0.25,0.20833333333333334,0.4583333333333333,0.2916666666666667,0.2833333333333333,0.09279607271383368,41,,,,,,,,1
8,0.03524169921875,0.0031856318216575024,0.004219150543212891,0.0021461232875385466,0.7,0.01,5,150,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 150, 'subsample': 0.9}",0.20833333333333334,0.25,0.2916666666666667,0.375,0.2916666666666667,0.2833333333333333,0.055277079839256664,41,,,,,,,,1
9,0.06000337600708008,0.0020565605569108913,0.0040169239044189455,0.002008493691904314,0.7,0.01,5,300,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.7}",0.20833333333333334,0.25,0.20833333333333334,0.4583333333333333,0.2916666666666667,0.2833333333333333,0.09279607271383368,41,,,,,,,,1
10,0.06940598487854004,0.0068585203876431276,0.001403045654296875,0.0019627504032154416,0.7,0.01,5,300,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.8}",0.20833333333333334,0.25,0.20833333333333334,0.4583333333333333,0.2916666666666667,0.2833333333333333,0.09279607271383368,41,,,,,,,,1
11,0.07611699104309082,0.0038343022651792197,0.003221750259399414,0.0026564605187692617,0.7,0.01,5,300,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.9}",0.16666666666666666,0.25,0.2916666666666667,0.375,0.2916666666666667,0.275,0.06770032003863301,66,,,,,,,,1
12,0.03493642807006836,0.0024030647596475873,0.004420280456542969,0.0023395869997010123,0.7,0.01,7,150,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.7}",0.20833333333333334,0.25,0.25,0.4583333333333333,0.3333333333333333,0.3,0.08897565210026093,9,,,,,,,,1
13,0.04088115692138672,0.0039018856748280306,0.002013874053955078,0.00222541572956049,0.7,0.01,7,150,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.8}",0.20833333333333334,0.25,0.20833333333333334,0.4166666666666667,0.2916666666666667,0.275,0.07728015412913086,66,,,,,,,,1
