,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,0.026599407196044922,0.0008008480143000519,0.004200649261474609,0.0003996136755925423,0.7,0.01,3,150,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.7}",0.2916666666666667,0.4583333333333333,0.5,0.4166666666666667,0.3333333333333333,0.4,0.07728015412913085,2,,,,,,,,1
1,0.024808549880981447,0.0018562795354667716,0.004799509048461914,0.0004008551813202804,0.7,0.01,3,150,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.8}",0.2916666666666667,0.4583333333333333,0.5,0.4166666666666667,0.3333333333333333,0.4,0.07728015412913085,2,,,,,,,,1
2,0.026053762435913085,0.0006405299536554628,0.005101680755615234,0.004542806309393531,0.7,0.01,3,150,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.9}",0.2916666666666667,0.4583333333333333,0.5,0.4583333333333333,0.2916666666666667,0.4,0.08975274678557506,2,,,,,,,,1
3,0.04507126808166504,0.0036859510250264217,0.0026007175445556642,0.0004893369131508257,0.7,0.01,3,300,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.7}",0.2916666666666667,0.4583333333333333,0.5,0.4166666666666667,0.2916666666666667,0.3916666666666667,0.08579691784155832,13,,,,,,,,1
4,0.044111442565917966,0.0018275091830584438,0.002599477767944336,0.0004889117906377858,0.7,0.01,3,300,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}",0.2916666666666667,0.4583333333333333,0.5,0.4166666666666667,0.2916666666666667,0.3916666666666667,0.08579691784155832,13,,,,,,,,1
5,0.045811033248901366,0.0030473784025329023,0.0032001018524169924,0.00040076043846198607,0.7,0.01,3,300,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.9}",0.3333333333333333,0.4583333333333333,0.5,0.4583333333333333,0.2916666666666667,0.4083333333333333,0.08079466429027214,1,,,,,,,,1
6,0.027208280563354493,0.002206357258431917,0.002800655364990234,0.0004006394883662891,0.7,0.01,5,150,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 150, 'subsample': 0.7}",0.2916666666666667,0.4166666666666667,0.5,0.4166666666666667,0.2916666666666667,0.3833333333333334,0.08079466429027214,21,,,,,,,,1
7,0.0272003173828125,0.0003997812118683058,0.0022047996520996095,0.00039762434207063274,0.7,0.01,5,150,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 150, 'subsample': 0.8}",0.25,0.4166666666666667,0.5,0.4166666666666667,0.2916666666666667,0.37500000000000006,0.09128709291752768,83,,,,,,,,1
8,0.02721376419067383,0.002229409486670539,0.0027995586395263674,0.0007481508212159056,0.7,0.01,5,150,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 150, 'subsample': 0.9}",0.25,0.4166666666666667,0.5,0.4166666666666667,0.2916666666666667,0.37500000000000006,0.09128709291752768,83,,,,,,,,1
9,0.04790329933166504,0.004925266384581234,0.002800273895263672,0.0004002095831174533,0.7,0.01,5,300,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.7}",0.2916666666666667,0.4166666666666667,0.5,0.4166666666666667,0.2916666666666667,0.3833333333333334,0.08079466429027214,21,,,,,,,,1
10,0.04301471710205078,0.0017905725162575823,0.002800273895263672,0.0003996135333465872,0.7,0.01,5,300,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.8}",0.2916666666666667,0.4166666666666667,0.5,0.4166666666666667,0.2916666666666667,0.3833333333333334,0.08079466429027214,21,,,,,,,,1
11,0.04660048484802246,0.0037210400348031045,0.0025997161865234375,0.0004901747757265199,0.7,0.01,5,300,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.9}",0.2916666666666667,0.4166666666666667,0.5,0.4166666666666667,0.2916666666666667,0.3833333333333334,0.08079466429027214,21,,,,,,,,1
12,0.027001142501831055,0.0020973522093085317,0.003001546859741211,0.0010938026270242028,0.7,0.01,7,150,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.7}",0.2916666666666667,0.4166666666666667,0.5,0.4166666666666667,0.2916666666666667,0.3833333333333334,0.08079466429027214,21,,,,,,,,1
