,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_hidden_size,param_learning_rate,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error
0,2.2262682914733887,0.03179002305881364,0.0,0.0,16,10,0.001,"{'batch_size': 16, 'hidden_size': 10, 'learning_rate': 0.001}",,,,,,,,5,,,,,,,,5
1,2.1985723972320557,0.013703582495357988,0.0,0.0,16,10,0.01,"{'batch_size': 16, 'hidden_size': 10, 'learning_rate': 0.01}",,,,,,,,5,,,,,,,,5
2,2.0136222362518312,0.17728204300953448,0.0,0.0,16,20,0.001,"{'batch_size': 16, 'hidden_size': 20, 'learning_rate': 0.001}",,,,,,,,5,,,,,,,,5
3,1.8369235038757323,0.020835156175548864,0.0,0.0,16,20,0.01,"{'batch_size': 16, 'hidden_size': 20, 'learning_rate': 0.01}",,,,,,,,5,,,,,,,,5
4,85.81724786758423,0.9631940365138991,0.2764216423034668,0.0355763502683642,32,10,0.001,"{'batch_size': 32, 'hidden_size': 10, 'learning_rate': 0.001}",0.7566817716117458,0.9686097222467259,0.8418453672087446,0.914028604333039,-1.1154055907428,0.473151974931491,0.7974571692953348,3,-3.2940863442702564,-0.4395035429214253,-0.9228402974848399,-2.792799690456427,-1935.222991506905,-388.53444427640756,773.3450265494158,4
5,27.718792819976805,1.4223678050983524,0.5256536960601806,0.16370706664235765,32,10,0.01,"{'batch_size': 32, 'hidden_size': 10, 'learning_rate': 0.01}",0.9509525023866521,0.9694156678543445,0.7559760959739467,0.9557214191944771,-1.0978881089666426,0.5068355152885555,0.8062168181933824,2,-0.6640139260382548,-0.42821928628838574,-1.423891846924553,-1.4383994328364451,-1919.1975854879013,-384.6304219959978,767.2836874671148,3
6,58.51012501716614,1.4347276408298537,0.2753912448883057,0.11474091397138662,32,20,0.001,"{'batch_size': 32, 'hidden_size': 20, 'learning_rate': 0.001}",0.12256120181568098,0.8773974122710305,0.6429463139105853,0.8732780469338906,-0.9744172823374537,0.30835313851874674,0.6978427798615368,4,-11.878925726928388,-1.716591108296155,-2.0834263535214808,-4.11659050724324,-1806.2435574193328,-365.2078182230644,720.5272206942394,2
7,24.6537043094635,2.7571010558643474,0.36838655471801757,0.08848278166835209,32,20,0.01,"{'batch_size': 32, 'hidden_size': 20, 'learning_rate': 0.01}",0.7381142400751456,0.9874101894156166,0.9208867943011778,0.9558986939999019,-0.9716750753826493,0.5261269684818386,0.7538794110430316,1,-3.545456956684572,-0.17627325250312575,-0.46162956464540034,-1.4326406218054581,-1803.7349217375372,-361.87018442663515,720.933337127502,1
