,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,param_max_vmap,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,9.738991069793702,0.7944856019278179,1.0111232280731202,0.08163321623881174,32,0.001,1,"{'batch_size': 32, 'learning_rate': 0.001, 'max_vmap': 1}",0.36951754385964913,0.34357848518111966,0.32711306256860595,0.32930845225027444,0.36223929747530187,0.3463513682669902,0.017072552587257987,1,,,,,,,,1
1,8.997957134246827,0.9817927097471126,1.065519666671753,0.1150231154832649,32,0.01,1,"{'batch_size': 32, 'learning_rate': 0.01, 'max_vmap': 1}",0.3607456140350877,0.3336992316136114,0.3358946212952799,0.305159165751921,0.36443468715697036,0.3399866639705741,0.021437682228140402,2,,,,,,,,1
2,5.833129453659057,1.3257465430127686,0.835032606124878,0.43625912403233985,32,0.1,1,"{'batch_size': 32, 'learning_rate': 0.1, 'max_vmap': 1}",0.3574561403508772,0.305159165751921,0.35236004390779363,0.3106476399560922,0.3238199780461032,0.32988859360255746,0.021370646720952517,3,,,,,,,,1
