,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,0.2893083095550537,0.04628576114770315,0.0,0.0,8,0.001,"{'batch_size': 8, 'learning_rate': 0.001}",,,,,,,,9,,,,,,,,1
1,0.34272990226745603,0.04314028208743843,0.0,0.0,8,0.01,"{'batch_size': 8, 'learning_rate': 0.01}",,,,,,,,9,,,,,,,,1
2,0.13628902435302734,0.16535425396725822,0.0,0.0,8,0.1,"{'batch_size': 8, 'learning_rate': 0.1}",,,,,,,,9,,,,,,,,1
3,0.001600790023803711,0.0004902142812999424,0.0,0.0,8,1.0,"{'batch_size': 8, 'learning_rate': 1.0}",,,,,,,,9,,,,,,,,1
4,0.0015999794006347657,0.0004884811500678534,0.0,0.0,16,0.001,"{'batch_size': 16, 'learning_rate': 0.001}",,,,,,,,9,,,,,,,,1
5,0.0019997596740722657,5.761645304486548e-07,0.0,0.0,16,0.01,"{'batch_size': 16, 'learning_rate': 0.01}",,,,,,,,9,,,,,,,,1
6,0.0016019821166992187,0.0004911937131146482,0.0,0.0,16,0.1,"{'batch_size': 16, 'learning_rate': 0.1}",,,,,,,,9,,,,,,,,1
7,0.001799774169921875,0.0003995658211964233,0.0,0.0,16,1.0,"{'batch_size': 16, 'learning_rate': 1.0}",,,,,,,,9,,,,,,,,1
8,3.628493547439575,0.1746997115474391,0.13089365959167482,0.03672812085564843,32,0.001,"{'batch_size': 32, 'learning_rate': 0.001}",0.5,0.5833333333333334,0.5,0.5416666666666666,0.375,0.5,0.06972166887783963,8,,,,,,,,1
9,2.134717845916748,0.16722644609172807,0.12230772972106933,0.020196752880351547,32,0.01,"{'batch_size': 32, 'learning_rate': 0.01}",0.6666666666666666,0.5,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.55,0.08498365855987974,5,,,,,,,,1
10,1.5320281505584716,0.6610517790686241,0.06870307922363281,0.0878096808729482,32,0.1,"{'batch_size': 32, 'learning_rate': 0.1}",0.625,0.7083333333333334,0.7083333333333334,0.5833333333333334,0.4583333333333333,0.6166666666666668,0.09279607271383372,2,,,,,,,,1
11,1.010439920425415,0.04007937170568823,0.0022014617919921876,0.0003985765289792337,32,1.0,"{'batch_size': 32, 'learning_rate': 1.0}",0.5416666666666666,0.7083333333333334,0.625,0.5416666666666666,0.75,0.6333333333333333,0.08498365855987977,1,,,,,,,,1
12,3.551091718673706,0.3029363649367889,0.0016022205352783203,0.0004872063310523252,64,0.001,"{'batch_size': 64, 'learning_rate': 0.001}",0.5,0.5416666666666666,0.5833333333333334,0.5416666666666666,0.375,0.5083333333333333,0.07168604389202189,7,,,,,,,,1
13,2.1694247722625732,0.49065920007900454,0.0019999027252197267,1.784161275279017e-07,64,0.01,"{'batch_size': 64, 'learning_rate': 0.01}",0.625,0.5,0.5416666666666666,0.5833333333333334,0.4166666666666667,0.5333333333333333,0.07168604389202189,6,,,,,,,,1
14,1.7608697414398193,0.5236008126402506,0.0016002178192138672,0.000489843150326523,64,0.1,"{'batch_size': 64, 'learning_rate': 0.1}",0.625,0.75,0.6666666666666666,0.625,0.4166666666666667,0.6166666666666666,0.10992421631894099,3,,,,,,,,1
15,1.035599708557129,0.17293063831661762,0.001000833511352539,2.1610773455857583e-06,64,1.0,"{'batch_size': 64, 'learning_rate': 1.0}",0.5416666666666666,0.625,0.625,0.625,0.4583333333333333,0.575,0.06666666666666668,4,,,,,,,,1
