,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,0.2763227939605713,0.0265800874190142,0.0,0.0,8,0.001,"{'batch_size': 8, 'learning_rate': 0.001}",,,,,,,,9,,,,,,,,1
1,0.29354038238525393,0.010743396462871077,0.0,0.0,8,0.01,"{'batch_size': 8, 'learning_rate': 0.01}",,,,,,,,9,,,,,,,,1
2,0.11529898643493652,0.13886567021556953,0.0,0.0,8,0.1,"{'batch_size': 8, 'learning_rate': 0.1}",,,,,,,,9,,,,,,,,1
3,0.0014017105102539062,0.00048819540710905255,0.0,0.0,8,1.0,"{'batch_size': 8, 'learning_rate': 1.0}",,,,,,,,9,,,,,,,,1
4,0.0013024330139160157,0.0004008903985559288,0.0,0.0,16,0.001,"{'batch_size': 16, 'learning_rate': 0.001}",,,,,,,,9,,,,,,,,1
5,0.0016003131866455078,0.0004906029981251667,0.0,0.0,16,0.01,"{'batch_size': 16, 'learning_rate': 0.01}",,,,,,,,9,,,,,,,,1
6,0.0012001991271972656,0.0003997092136081129,0.0,0.0,16,0.1,"{'batch_size': 16, 'learning_rate': 0.1}",,,,,,,,9,,,,,,,,1
7,0.0012001514434814454,0.00040032918638762137,0.0,0.0,16,1.0,"{'batch_size': 16, 'learning_rate': 1.0}",,,,,,,,9,,,,,,,,1
8,5.15880560874939,0.36153780418492176,0.11268892288208007,0.015451844789881158,32,0.001,"{'batch_size': 32, 'learning_rate': 0.001}",0.5416666666666666,0.75,0.75,0.6666666666666666,0.625,0.6666666666666666,0.07905694150420949,5,,,,,,,,1
9,2.3889348983764647,0.28058647663936787,0.19743890762329103,0.07153207672461082,32,0.01,"{'batch_size': 32, 'learning_rate': 0.01}",0.5833333333333334,0.6666666666666666,0.7916666666666666,0.6666666666666666,0.8333333333333334,0.7083333333333333,0.09128709291752769,1,,,,,,,,1
10,1.6623859405517578,0.5262908349232528,0.08306732177734374,0.10073110199414925,32,0.1,"{'batch_size': 32, 'learning_rate': 0.1}",0.5833333333333334,0.6666666666666666,0.7916666666666666,0.6666666666666666,0.75,0.6916666666666667,0.07264831572567787,4,,,,,,,,1
11,1.4505741596221924,0.3032496289449844,0.0021710872650146486,0.00021567168077972672,32,1.0,"{'batch_size': 32, 'learning_rate': 1.0}",0.4583333333333333,0.7083333333333334,0.5,0.6666666666666666,0.625,0.5916666666666667,0.09646530752325189,8,,,,,,,,1
12,6.077932214736938,0.40642042973589904,0.0015150547027587891,0.0004488633233940631,64,0.001,"{'batch_size': 64, 'learning_rate': 0.001}",0.5,0.75,0.75,0.6666666666666666,0.625,0.6583333333333333,0.0927960727138337,6,,,,,,,,1
13,2.972376823425293,0.23713628937641365,0.0022003173828125,0.0004004482145278222,64,0.01,"{'batch_size': 64, 'learning_rate': 0.01}",0.5833333333333334,0.6666666666666666,0.7916666666666666,0.6666666666666666,0.7916666666666666,0.7,0.08079466429027214,3,,,,,,,,1
14,1.6900227546691895,0.3505604614142994,0.002001667022705078,0.0006300744514103174,64,0.1,"{'batch_size': 64, 'learning_rate': 0.1}",0.5833333333333334,0.6666666666666666,0.7916666666666666,0.6666666666666666,0.8333333333333334,0.7083333333333333,0.09128709291752769,1,,,,,,,,1
15,1.2242075443267821,0.08267890313126723,0.0017185211181640625,0.0003929709305041232,64,1.0,"{'batch_size': 64, 'learning_rate': 1.0}",0.5833333333333334,0.6666666666666666,0.625,0.6666666666666666,0.6666666666666666,0.6416666666666666,0.033333333333333305,7,,,,,,,,1
