,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_learning_rate,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,0.28726963996887206,0.008940733211951473,0.0,0.0,8,0.001,"{'batch_size': 8, 'learning_rate': 0.001}",,,,,,,,9,,,,,,,,1
1,0.30387210845947266,0.016514755963314306,0.0,0.0,8,0.01,"{'batch_size': 8, 'learning_rate': 0.01}",,,,,,,,9,,,,,,,,1
2,0.12566218376159669,0.15186848819898507,0.0,0.0,8,0.1,"{'batch_size': 8, 'learning_rate': 0.1}",,,,,,,,9,,,,,,,,1
3,0.001200246810913086,0.00040004308448620383,0.0,0.0,8,1.0,"{'batch_size': 8, 'learning_rate': 1.0}",,,,,,,,9,,,,,,,,1
4,0.001599884033203125,0.0004903494259361797,0.0,0.0,16,0.001,"{'batch_size': 16, 'learning_rate': 0.001}",,,,,,,,9,,,,,,,,1
5,0.0014004707336425781,0.0004910502069717527,0.0,0.0,16,0.01,"{'batch_size': 16, 'learning_rate': 0.01}",,,,,,,,9,,,,,,,,1
6,0.0014000892639160155,0.0004899017073328082,0.0,0.0,16,0.1,"{'batch_size': 16, 'learning_rate': 0.1}",,,,,,,,9,,,,,,,,1
7,0.0018018722534179688,0.0004003854452229173,0.0,0.0,16,1.0,"{'batch_size': 16, 'learning_rate': 1.0}",,,,,,,,9,,,,,,,,1
8,2.9620634078979493,0.1984377864203856,0.18697528839111327,0.06414754327059677,32,0.001,"{'batch_size': 32, 'learning_rate': 0.001}",0.5833333333333334,0.3333333333333333,0.5416666666666666,0.4583333333333333,0.625,0.5083333333333334,0.10341394704992382,7,,,,,,,,1
9,4.4398277759552,1.20398814328399,0.18834347724914552,0.07096462708507464,32,0.01,"{'batch_size': 32, 'learning_rate': 0.01}",0.625,0.5,0.7916666666666666,0.5833333333333334,0.4583333333333333,0.5916666666666667,0.11606990230986765,6,,,,,,,,1
10,3.500398778915405,0.4071275915609691,0.06626486778259277,0.08588530845777405,32,0.1,"{'batch_size': 32, 'learning_rate': 0.1}",0.875,0.6666666666666666,1.0,0.9583333333333334,0.9166666666666666,0.8833333333333334,0.11606990230986769,3,,,,,,,,1
11,1.7460155487060547,0.22410908309433183,0.002199697494506836,0.0003996849344499742,32,1.0,"{'batch_size': 32, 'learning_rate': 1.0}",0.875,0.6666666666666666,0.9166666666666666,0.9583333333333334,0.8333333333333334,0.85,0.10069204977995479,4,,,,,,,,1
12,3.2978184700012205,1.263405486448253,0.0019041538238525391,0.00019247569545197273,64,0.001,"{'batch_size': 64, 'learning_rate': 0.001}",0.5416666666666666,0.3333333333333333,0.5,0.4583333333333333,0.5833333333333334,0.4833333333333333,0.08579691784155835,8,,,,,,,,1
13,6.481104373931885,0.04882666173922644,0.0013998031616210937,0.000490232532476861,64,0.01,"{'batch_size': 64, 'learning_rate': 0.01}",0.875,0.6666666666666666,0.9166666666666666,0.8333333333333334,0.75,0.8083333333333332,0.08975274678557507,5,,,,,,,,1
14,4.077193737030029,0.2306797962456353,0.002000093460083008,2.132480599880018e-07,64,0.1,"{'batch_size': 64, 'learning_rate': 0.1}",0.875,0.9166666666666666,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.925,0.0311804782231162,1,,,,,,,,1
15,1.9805486679077149,0.2180518526904362,0.0014001846313476563,0.0007993224198654254,64,1.0,"{'batch_size': 64, 'learning_rate': 1.0}",0.875,0.8333333333333334,1.0,0.9583333333333334,0.8333333333333334,0.9,0.067700320038633,2,,,,,,,,1
